text,label
"Pleased to see some bulk changes can now be made on the Job Manager table, hopefully the ability to change the job status this way is not far off as it would be so useful for us.",2
"We kept switching back to the classic invoicing and didn't realise this feature was unavailable until now! Very annoying considering we operate through 4 companies and need to invoice management fees through each.
Hopefully this is resolved, or we may look at switching companies too!",0
"Hope to see the solution live soon. It's a common feature in all software.
Thank you for your speedily work on it to solve it.

Thank you",4
"Jodi Herbein,

Yes, I checked it. And the payment terms were applied correctly! However, the warning pop-up window is still there. Maybe they forgot to remove it?",3
This was announced that you would be reverting the payroll pricing in December 2024 yet here we are in April 2025 and still no update on this. That is a lot of money people have practically wasted waiting on this being corrected. Any further forward with this before people start leaving Xero completely,0
"Hello Kelly Munro not a convincing answer to the problem. This has been an issue for several years.  I am in the process of transitioning to Xero from Reckons and thank heavens found out early that there is no column for service date. Shocked and deeply disappointed!!!  We are a service base company that attend to businesses in hospitality, age care, just to name a few, multiple times a week  and it essential that we have a column for date of service on our monthly invoice.  When I realised that this not an option, which in fact should be a simple basic feature on an invoice I have decided that I will be remaining with Reckons. To say this is not in your future plans is simply LAZY and CONCEITED!",0
Another disbelief from me that this is not incorporated. Pull the finger out Xero,0
We often receive order's from one customer(partner) but deliver is to a difference customer(partners Customer) how can do this in Zero?,2
"Some really good points here from @SamBond...
I would strongly recommend using the xero api to address these needs.
It is relatively straight forward now to create web pages that interact with the Xero api (which is well documented) and design pages to do just the type of thing you are describing.
It is not ideal and you would expect a competent accounts package to offer the features you are describing.

I run a complete subscription and renewal package via an api web interface, the subscription and subscriber data is stored in a separate database and it links to invoices and quotes raised in xero, I am slowly expanding it to include account interactions like sending reminders and accepting quotes and purchase orders.  

This leaves xero to handle the transactions and manage the financial accounts - rather than let it get too close to my business.

In the attached screenshot of my online subscription business I can see overdue invoices, expiring subscriptions and subscriber status in one shot with all the payment, quotes and invoicing data linked to xero and new quotes are automatically generated in xero when required.",3
"GoCardless is probably one of the worst payment gateways. They’ve just decided to deactivate our account with no prior warning and refused to give us a valid reason. You can imagine the time it will take to resetup all the clients which are currently on direct debit with gocardless.

Upon reading some reviews, it seems a lot of organisations are also facing this same issue. GoCardless apparently deactivated user accounts without warning and without reason. It’s plastered all over the internet with 1 star reviews. Why is Xero even in partnership with a payment gateway with such horrid customer service?

Please implement direct debit payments through Stripe.",1
"MARCH 2023 last update, how about another one!
So viewing this thread you have been looking at introducing this for well over a year, why is not ready yet? With customers suggesting the update over ten years ago.
This is a critical addition needed in the software. I am still in my trial period and will not be purchasing. Unfortunately I have invested many hours of time uploading debtors and creditors and customer contacts etc, and would never have bothered if I knew that you couldn't add multiple delivery addresses.
I have a lot of customers who use multiple delivery addresses and need this information on their invoices. What's even worse than not being able to store multiple delivery addresses, is you allow the ability to edit a delivery address in a new invoice, BUT!! then you apply to all other previous invoices, WHY??.  Every other accountancy software package has this functionality, its a basic must!!! why did I listen to my accountant, when he recommended this product.",0
We will not jump on-board till this issue is addressed,0
"We have about 10 clients that would love to get off of Quickbooks...and on to Xero.  But Xero does not listen to the clients needs.  This feature is a basic requirement for most companies doing B2B transactions.

There are other request we have posted and they are being ignored by Xero development team.  How long will it take to implement those basic ideas.  I guess Xero does not want to improve their software.  What a waste of .... talent, time, money....everything about on this software. 

Mean-time we are on the sidelines..... waiting!",0
I have found Kelly Munro from Xero on linked in and have messaged her directly to ask about when this feature will be implemented?  it will be interesting to see if i get a reply. may be all of us should contact her through linked in to ask about this decade old issue!!,0
"The lack of this feature alone is enough to consider an alternative software package.

The idea that managers need to hunt down invoices requiring their approval by logging in multiple times per day / week, particularly around month end, to see if anything is there for them is quite frankly ridiculous and a waste of managers time.",0
Game changer for our construction projects. Invoicing for different sites is a breeze now.,4
Please see attached email detailing how SAGE invoicing is better as it has more fields. Had we understood the Xero limitations here we may not have moved to Xero. There are a lot of other users asking for more invoice fields. This would be a great enhancement.,1
Thank you for raising this. Yes it is very frustrating having to navigate to My Xero all the time. Please bring this search feature back.,1
"Thanks for the update, but there's not reference to these ongoing issues:

- When are you going to fix the issue with invoice numbering? I'm sick of having to manually determine what the last invoice number was to update when I delete a wrong invoice number. We still just get ""there must be an invoice number"" message and the just-deleted invoice number annoyingly put back in.

- When will you fix the issue with Invoice History and Notes?

These things are deal breakers for a lot of us. PLEASE PLEASE PLEASE don't force us to use new invoicing at the end of February. You're ""new"" system isn't as robust as the classic invoicing. We don't want it! We want the full functionality of what we had. Feel free to keep adding new things no one really wants/asked for, but for the love of all things tech, PLEASE give us back the things we rely on. We do these tasks every single day and you're making it really frustrating to use your product.

Sidenote: when I login and you ask for a 2FA code, can you PLEASE make that field active so I can type the code in WITHOUT having to click or tab to the field. That one feels like a no-brainer to me.",1
The ability to save unlimited addresses per contact is amazing. Thank you so much!,4
"Lisa Diamond- Welcome to Xero product ideas, where important product feature requests go to die.  Or just ignored for decades.  It's been over THIRTEEN years Xero seriously!!",0
"Hugely important, getting to work with big clients with multiple cost centres is tough enough, having to then figure things out in Xero and getting paid needs to be easy.",2
"This is exactly what I wanted to see from xero especially with the price increases. Please let me know if I can help guinea pig ;-) 

I'm really looking forward to what you guys come up with. 

Keep up the good work xero~",4
"@Kelly. Great news. Question - will multiple 'client' email addresses flow through to tax payments module to issue tax payment letters for multiple recipients (i.e. the same way that the main email does now, just with more addresses)? That was one of the key reasons for multiple email addresses applicable to all NZ practices anyhow.",3
This is a solid improvement. Being able to add a secondary address for delivery without editing the main contact is useful.,3
"This should be straightforward for a professional development team, especially since you already have the same function active on another page.",1
Wow I didn't know. Where do I find history and notes?,2
"I transitioned from Sage to Xero a few years ago, largely because Xero was ahead of the curve in many areas. However, the lack of support for multiple addresses under a single contact record has been a significant pain point for my business. Sage handled this feature very well, and it’s disappointing that Xero doesn’t yet offer a comparable solution. 

For example, we work with a client that requires individual invoices for numerous delivery sites. Currently, having to place the delivery address in the reference field is cumbersome and unprofessional. This feels like a fundamental feature that should already be in place.  

I understand the complexity of implementing such a solution, but it’s vital for businesses like mine. While this enhancement might not bring immediate revenue, it will undoubtedly help retain your loyal customers and improve user satisfaction. 


",3
Please please can this 2nd reference field be added to Bills soon! Duplicate payments have been made because of this oversight. 10 years of asking and counting.... please....,1
Agreed with all. Please add an option to opt out of email notification. Thank you!,2
"We use categories on our invoicing to assist with reporting on multiple divisions.  These categories are set up in our Contacts and used to populate the field on each line item automatically in Classic Invoicing.  

Unfortunately, this is no longer the case with New Invoicing, and I have just had to click into each category field on each line of a 40 line invoice to then select the category entry!

We have invoices that also need to have a project selected in a similar fashion.  

It's just absurd that, in the new and ""improved"" invoicing system does not include a way to allocate the whole invoice to a category and/or project!

This approach, along with so many other issues previously documented in this discussion by so many, is not an acceptable invoicing process and has us seriously considering the merits of continuing to use Xero.",0
"This would be super helpful for our business as well. Our terms are broken up to in 3 payments 30% deposity, 30% at installation and 40% at completion.",2
If I had known that Xero didn't have this basic functionality I would have gone with a different program. As soon as I find a better program I'm switching,0
"I agree. Having 2 approve buttons would be great. Or the ability to set a default per contact would be amazing. Maybe make it smarter, and if an email address is entered on the contact then I want to email it. If there is no email address then it's obvious I don't want to email it.

Also, you mentioned in the email today that the date picker has been improved, but not on the add payment screen. That still takes ages compared to before. Classic used to be Tab x 3, Press 1 or 2 to select the right account, then click Add Payment. Took about a second. Now everything is click, click, click, click, click, click. So inefficient. There is the ability to type in the account box, but you need to click the box first, and then it doesn't auto select the top option, still needs to be clicked again, so what is the point?",1
"I think Xero is pathetic in this area, as every other decent accounting package has this as standard in such as RECKON, MYOB, QUICKBOOKS and many more. Your customers have been asking for this for years, how much longer do we have to wait? Xero is good but should we move onto something that streamlines our business much more effectively and up with the times of most accounting packages. Regards Darryl ",0
"Hi Kelly, any update?  As other posters point out, Sage and QuickBooks have this basic feature as standard.  Regrettably, I'm at the point now where I feel there is no alternative other than to move clients off Xero and back to Sage/QB. ",1
"Can all those here who really would benefit from this idea, bombard this page with this request so maybe then XERO will take some action! You would think this isn't such a difficult feature to add to the system with other systems having had implemented this a while ago... 

XERO we want to be able to do progress payments, please do something about it. Thanks",1
Agreed. How has this not been implemented yet. Seem's like such a basic fix.,2
"Sub account is something quickbook has and it works great for multiple retail locations under 1 parent HQ or 1 MNC with multiple departments.

It should be an easy implementation and hope Xero can do this asap!",3
Agree with Benjamin on 16.08.22 - this is such a basic feature. Time to move a batch of clients back to Sage - hugely embarrassing and a complete waste of time.,0
"So... our pathetic solution is to create multiple accounts for the same client but add a full stop or 2 to their name. Disgusting solution, God forbid they ask for a monthly statement!",0
"March 2025  We just change from QuickBooks to Xero and this simple feature is so important to our operation we are considering switching back. Wero is not vey user friendly and more expensive than QuickBooks, but the problems we had with QB we can probably live with. Please add this simple feature and look after you clients. QuicBooks can do it, it can't be that hard.",0
Glad to see this is finally being addressed. The ability to select a different address on the invoice screen helps our workflow.,3
This would be great,2
"This shouldn't be optional or subject to ""interest"". A middle name is a legal piece of information required for income tax returns.",1
"-----8<---
GT
Dear Briana,

Thank you for your reply the format of which suggests that it is an edited cut and paste ""stock"" reply which has been used many times in response to several client complaints.
I am aware of the ""Xero Product Idea"" within Xero Central - indeed if you read the comments that go back several years, you will see that I have contributed many times. Unfortunately, despite Kelly Munro's assurances on March 6th 2023 that the team were ""working on it"" (see excerpt of her reply below) nothing has been heard from her in the intervening 12 months and a solution has still not been achieved for the (nearly 1000) clients who have voted for it.
---8<---
Kelly Munro - "" Multiple addresses has been enabled in the back end of contacts. As mentioned in our previous update this is a complex piece of work, as we need to now build this into other areas of Xero where it'll add value.

For this reason the work within Contacts is not live yet, as without building this feature across these other areas it wouldn't have much practical use. But to confirm, work's moving along and we look forward to being able to share more""
---8<---
I do not accept that a company the size of Xero with all of the IT specialists and technicians it employs can't find a way to resolve this quickly if the will to do so exists. The fact that this has been ongoing for so many years indicates that Xero is not taking the issue seriously despite its assurances to the contrary.
I am also aware of the ""work around"" involving setting up a separate account for each different delivery address - this is messy and time consuming. Furthermore, sending multiple statements out to a single entity, which this would necessitate, is impractical, time consuming and annoying for both vendor and purchaser. Analysing client sales / payment data would also be considerably more complex if multiple account files were to be set up in this way.
Similarly, editing the customer account with a new delivery address each time is both messy and time consuming - particularly as it has to be done on a line by line basis (it is not possible to simply cut and paste multiple lines of an address into the available fields).

My request also mentions another issue regarding the transition from Classic to ""New"" Invoicing, which you have not addressed. In Classic, the available stock was shown on the invoice template when entering a figure in the quantity column, however in the New Invoicing system it does not - meaning the operator has to open another ""session"" and view the available stock in ""Business / Products and Services"". Again, this is time consuming and effectively a downgrading of Xero's product. This functionality is still available in ""Quotes"" and indeed shows when raising a ""Credit Note"" within the Invoicing tab, so the coding obviously exists, leading me to think that Xero has deliberately turned the function off within Invoicing for some reason. Again, this is a popular topic on the ""Product Ideas"" page of Xero Central that has not been addressed by anyone at Xero since I first wrote about it in August 2022!
https://productideas.xero.com/forums/939198-for-small-businesses/suggestions/45529378-new-invoicing-show-stock-level-when-adding-a-tra

So, I remain highly unsatisfied and frustrated with the lack of progress and poor communication from Xero. I get the feeling that, on the rare occasions that Xero do reply, the aim of the reply is to stall, obfuscate and placate, with no intention to actually address the issues raised. My position therefore remains, that if at the end of my financial year Xero has not addresses these issues and provided solutions, I will be looking to change to another platform where the aforementioned functionality already exists and you will lose my business. In the meantime, I will also continue to use X (Twitter) to keep others aware of the lack of progress and the disregard that Xero has for its existing customers. As a courtesy to other Xero clients I will also be copying this thread to the Xero central.

I look forward to receiving your further and more positive feedback in due course.

Sincerely,

Graham Tottle",0
"I too agree with Kim, William and Graham.  Xero seem to be very good at implementing changes that have a negative impact  but might in their opinion make it look prettier and have more white space but all these changes are not adding function and value and the ideas posted here that are so heavily positively supported are continually ignored.  The last update on this from Kelly was in March 2023 so five months on this is still outstanding.  We too have stopped recommending Xero and are actively looking for an alternative.",0
Thank goodness! No more manual typing on packing slips. You are a life saver.,4
"Well just over a month to go before they supposably close of Classic Invoicing and force all users to use an inferior user interface.

Have they listened to any users? Nope, still have not got New to anywhere near like the functionality and efficient layout of the Classic - actually the name sames its Classic -  judged over a period of time to be of the highest quality and outstanding of its kind.

Now on their, Xero, web site they say: We’re with you every step of the way
Our new and improved invoicing has been designed to bring you more flexibility and customization options – and help you get paid on time. We’re committed to evolving every product we offer, to create the best experience for our customers now, and into the future.

That is a lot of political cover up in my opinion and based on continual comments coming through I think a lot of users will agree.

They even go further and say: As always, your feedback is essential, so please share your thoughts on Xero Product Ideas. Your input ensures new invoicing can continue to meet and we hope, exceed your expectations as we evolve it. Please check out Xero Central for the latest updates and helpful resources. 

Have they (Xero) listened to users feedback - don't think so, still same old issues keep coming through on feedback including no proper history tracking, payment detail at top of invoice (Xero keep pushing for getting users to use their payment system - get paid quicker - will I don't want to so stop trying to push something onto me - its like spam in my opinion - would like to push this to the Commerce Commission - might be an idea.)

Anyway - I will stick with Classic until it dies - but must say Xero, users are not happy and I don't see how your shareholders can be - given you haven't paid them a dividend yet - as far as i know - and will this push to New drop the share price - it would in my opinion.

Ok, back to work on Classic invoice for a new sale - quick and easy in Classic horrible and time consuming in New :(.",0
Seems that this really is a priority for many Xero users now. Any update?,2
This is a massive improvement. It makes Xero the best option on the market again.,4
"I cannot believe this feature is still not live!  We got suckered in by the marketing claims from Xero and our so called advisor, and are actively looking to change.  Xero does not care about implementing multiple contacts, as long as people are still paying!!",0
"This would be a very helpful feature.   It seems an obvious thing to enable a bank rule to populate the description field from the bank feed.    

Bank feeds tend to be very standard in content and layout.

The reference field can be programmed in this way.  Please can you add this feature to the description box?",2
"This feature would be a great addition to Xero and a feature that everyone seems to be crying for!!

We have looked at Paidnice and while that would solve our concern, we cannot warrant the monthly fee as we do not invoice that frequently being a smaller business. 

Our Xero subscriptions goes up constantly, yet no new features to prove its worth! 

Please Xero, can we have this feature added. Surely you can see it’s a feature worthwhile - it’s been requested for 12 years!!!",1
"Tjaart, I feel your pain, and now this morning I got an e-mail that Xero is retiring Pay Runs for global customers.  Without providing alternative.  So instead of getting functionality we ask for, we get it taken away.",1
"Can you please update your software to include matching credit notes when matching invoices to bank payments. Having to allocate the credit notes separately is so time consuming and annoying. Please, please update this. This is one thing Sage does so well.",1
"I recently wrote about this on X (Twitter) and almost immediately received a reply directing me to write to them directly (to get me off Twitter ASAP...?) 
To be fair, they have replied - but as you can see from the text below, I am not altogether happy with their response... 

------8<-----
GT:
Contacts - Allow multiple addresses for a single contact record.
Invoicing - show available stock (as on quotations)
There has been no response from Zero regarding the above topic since Kelly Munro's reply of March 6th 2023 despite over 1000 (Xero) clients voting and stating they are serious issues for them. I have posted to Xero Central many times and written to your CEO Sukhinda, only to be either ignored, or referred back to Xero Central. This is not good enough. Not only is there no progress, but there is no feedback from Xero who seem to be holding their clients in complete contempt. Even after posting to X (Twitter) your colleagues referred me back to Xero Central - which is like going round and round in circles. At the end of my financial year, I will be switching to another provider - I am sick and tired of being ignored.
-----8<-----
Xero:
Agent profile pic
Briana
Support specialist
Yesterday 10:04 PM
Hi Graham


Thank you for inviting Xero Support into your organisation.


It sounds like you want to enter multiple delivery addresses for a single contact record in Xero. If that's correct, this isn't currently possible in Xero but we've noted your interest in this feature and passed the feedback to our Product Team for inclusion in their regular reviews.


The Product Team is already looking into developing that functionality for the future and there's an existing Xero Product Idea for this feature where you can vote and comment on the request. I've included the link below. When there are any new developments or releases for this feature, we'll post an update on that page to let our users know.


In the meantime, one option would be to create a separate contact record in Xero for each delivery address. However, please note that every contact in Xero must have a unique name, so you'd need to enter a different name for each contact record. This can be as little as added a period or number to the name.


Alternatively, you could update the delivery address on each invoice as needed. With that method, the new address will automatically be saved to the contact record and update the details there as well.


I've included links to support articles with more information.


Xero Central articles:

Add a new contact

Edit a contact

Add a delivery address to an invoice


Xero Product Ideas: Contacts - Allow multiple addresses for a single contact record


If we've misunderstood your question, please let us know.


Kind regards


Briana

(As Xero limit this field, my rely to Briana will follow)",0
Lack of Xero 2 xero is the only reason I haven't switched to new invoicing. Disappointing I'll lose access to it next week,1
The years are rolling by and not only has it not been done.  There is also no response.  I’m looking to leave on this.  Plus the increases in costs and forced backwards functionality.,0
"I switched from Sage to Xero because I find Xero more straightforward and user-friendly. However, Sage offers more features, like the ability to assign multiple shipping addresses to a single contact. This is important for me because I have clients with multiple branches, and my driver often gets confused about the correct delivery address. I currently have to handwrite the address on the delivery slip, which is time-consuming.",3
"Michelle - potential work around (not ideal but might save you time).  Make up a draft invoice (or draft quote) that can be easily copied to create a new invoice.  In this draft, make up your 42 lines but adding just 1 dot in the description field in each line.   Keep this draft as your template.  When it's time to make up an invoice, copy the template to create a new invoice - you can then paste in repeatedly into the lines you want  to overwrite the dot you originally put in.     If you're able to use a Produce or Service as your standard lines you put in repeatedly, even better.",2
"Really helpful to have a customer field for how to present an invoice. 
Many of our customers use various supplier portals (each with their own url and login details etc) others require invoices to be sent to a specific email address.  It would be very helpful to have a free text field in the Customer attribute to allow us to record how invoices should be presented to the specific customer.  The field should be large enough to support a URL, username and password and some free text if necessary.",2
"Completely agree with Kim and William on this one - the deafening silence from Xero is shocking. I note that after a few adverse comments on another issue (Show contacts on one page) the thread was ""closed"" recently - Xero said contributors were going off topic.... so I suspect the same will happen to this one shortly too. The new CEO (Sukhinder Singh Cassidy) promised more openness but when I wrote to her, I received a message back from her ""team"" (the people I was complaining about) repeating the same old platitudes, before presumably sending my comments to the recycling bin.
This feature (multiple delivery addresses) already exists as a feature on the Purchase Order screen, so it can't be difficult to implement, I am therefore left with no other option but to conclude that Xero don't want to do it for some reason and are not being honest in their (2) replies? Perhaps they are looking at a ""cost v benefit"" analysis that tells them they won't lose too many clients by not doing anything so it won't affect their bottom line too much - or am I being too cynical? Either way, I won't be recommending Xero to anyone until the situation changes for the better and as soon as practical will be moving to another platform with better customer service.
Sukhinder needs to get across this - I don't think they realise how angry their clients are about being fobbed off, patronised and ignored in this way.",0
Huge relief to have this sorted. Invoicing is actually fast again. 10/10 update.,4
"@Nicole Neale ... spot on!! I'm new to this thread, but have been on a few other threads for YEARS!!!

And here we are, another fairly standard function that Xero doesn't provide, and clearly has no intention of providing. Meanwhile, they have a fancy new invoicing system that offers a whole bunch of **** that no one asked for!

I'd say Do Better Xero, but why would I bother?!",0
VERY IMPORTANT,1
"Each ABN is a separate legal entity so can only belong to one Xero file. 
Both the ABN and legal entity type (eg sole trader, partnership, company) belong exclusively to each other and should be represented by separate Xero files and once set up not be allowed to change to prevent client disaster.",2
"Hi Kelly

When CLASSIC was RETIRED it wasn't blown to smithereens — was it?
It's still there — isn't it?
It's just turned off — correct?
Surely it wouldn't take very much to ""flick the switch"" and turn CLASSIC back on — correct?
And this must be a hot topic of discussion at management level within Xero — correct?

We get that some people will feel like they have egg on their faces if they admit NEW Invoicing has been a monumental fail — they just need to keep their egos in check

No-one cares that they gave it a red hot go and it didn't work, good on them for having a go — but don't keep flogging this dead horse (NEW) — be brave, pull the pin, turn CLASSIC back on — and be our hero ... CAPTAIN CLASSIC

Otherwise — could you please have this proposal put in front of Xero Management ... Xero customers wanting to use CLASSIC pay an additional amount per month — I don't know, 50 bucks or something — because currently the nightmare of using NEW is costing me more than $600 a year — plus the extra stress is just a heart attack waiting to happen 

Please ask them to be one of the first technology companies to admit they got it wrong, to listen to their customers and to provide the software solution their very loyal customers have supported for many years 

Or offer both — CLASSIC and NEW — charge a premium for CLASSIC, I don't care how its done ... I just need CLASSIC back and I'm not alone 

VOTE 1 FOR CAPTAIN CLASSIC ... making the boring lives of us CFOs / Financial Controllers / Finance Directors / Finance Managers / Finance Department Team Members just that little bit brighter with every saved keystroke ... ""To Infinity and Beyond” 

Cheers
Robynne",0
"A Unit of measure of mm is crucial. And I am pretty sure I know how Xero can cater to the needs of any unit.

You've gotta ask how you measure a unit at the start and for stocktake.

When I get units in, it is in mm, so when it starts, I change a setting from Units of Unit to mm increments, from there I say how many mm I acquire and then between here and stocktake, this is the data that is required for reporting purposes.

When assessing how to track this, ideally you need to know how to accommodate it, and when you know the item and you know the unit, you can see ""Units sold"" and it's 50 units is equal to 50mm based on the Original setting for that item versus say a physical item of a filter which 50 units would be a Unit qty of 50 of these.

Either way, it's 50 and 50, 50 qty of either, but 50 in a different metric of units from Unit to metric milimetres.

I support this feature and unfortunately this will be the achilies heel for my business operations which run on exactly the metric measurement which is difficult to implement without paying $200.00 per month which would wipe out all profits unfortunately.

Doing things harder at this point is working smarter.",1
"I'm still annoyed by the having to click into the search to start searching, I want to click it and type, not then click into it, to type...  More clicks....  meant to be more efficient, not less efficient.",1
"Again I like to voice my frustration about Xero's present ""simple"" address management. We just prepared a quote to a client and client requested on the quote the address to be for branch B. So we had to change the client's address to address B and then issue the quote. 

What I did not expect is that this procedure also changes the address on all former and accepted quotes to this client. Quotes are important contractual and legal document forming part of the purchase contract and once a quote is accepted it should never change. At least not unintentionally.",0
"It seems that email notifications has been introduced with no way to turn them off.  For some, I am sure, very useful for everyone else a nightmare of unwanted spam.  We need to be able to turn off unwanted emails",1
"Great news, but saying that you can't give ""specifics on a timeline"" feels like a deflection. A clear commitment to this idea is not really present, it feels like you're kicking the issue down the road to take the heat out of our collective frustration. 

Please prioritise this because it's too important of a feature to us, and we can't afford to be hanging around for another year in hope that you'll add it.",2
"Urgently need the ability to have multiple delivery addresses for a customer.  Have asked previously, but that thread (& the 100's of comments) seems to have disappeared!
Xero, please spend time on this rather than other updates which we don't like.",0
