text,label
Much appreciated update. It makes the statement run much cleaner now that we don't have split accounts.,3
"Hey Kelly, thank you for the updates. We appreciate you!

Is there a quarter on your roadmap for when this feature has been allocated to?

Also, just checking if this also means that the address selected for an invoice will persist with that invoice, even after a contact adds a new address in the future?",4
If I had known that Xero didn't have this basic functionality I would have gone with a different program. As soon as I find a better program I'm switching,0
"The multiple address option is easy enough to navigate. Good update, thanks for listening.",3
Thanks so much :-),4
This is exactly what we needed! MYOB didn't even do it this smoothly. Great job.,4
Brilliant! I can select the specific site address right from the invoice drop-down. Love it.,4
Another way Xero could design this is to have multiple sub contacts under a main contact. For example McDonald's is the main contact but then you have McDonald's - Brisbane CBD as a sub contact. Just a thought...,2
Being able to create your own field in contacts would be great!  We pay a lot of our vendors by Zelle and would like to keep their email or phone # that is connected to their zelle account which maybe different than their business email or phone #.  Or just have a general Notes section so we can input notes we would like to see when looking at vendor.,3
"So by now, you will all have received a message from the new CEO at Xero, Sukhinder, in which she suggested that if anyone had an issue that they thought would merit her personal attention, they should write to her directly.
So I did, regarding the (lack of) progress and communication on the issue of multiple delivery addresses (about which some 417 of us have now written). The reply I received is below.
Given that I was actually complaining about the people who deal with (ignore) issues sent through Xero central / product ideas - I am now waiting for a reply from.... (drumroll).... the very people who I was complaining about - who continue to ignore me, because, despite another week passing I have not received a reply.

-----8<-----

Thanks for reaching out to ceo@xero.com - I love hearing from you and getting your feedback.

Emails to this inbox will be monitored by the Xero team and we’ll do our best to respond where possible.

If you have a support query, please continue to reach out via Xero Central. For all feature requests and product ideas, please go to Xero Product Ideas.

Best wishes,

Sukhinder and the Xero team

------8<-----
For anyone interested - the transcript of my e-mail is below

This is not customer service - it's rudeness.

--------8<------
May I take the opportunity to congratulate you on your appointment and thank you for your introductory e-mail, which has arrived at a particularly opportune moment as I have become increasingly frustrated with the lack of feedback and basic customer service from Xero over recent months. 
Writing comments and suggestions via Xero Central seems to be like shouting into a void. One particular issue that has been ongoing for almost a year now concerns the facility (or rather the current lack of it) for multiple delivery addresses to be stored for each contact, a facility supported now by over 400 of your clients. If you look at the timeline, there has been only one response from Xero (in September 2022) in which we were all told by Kelly Munro that Xero were working hard behind the scenes…. but nothing since. Having posted to the forum again in January and still not received a reply, I took to Twitter as follows:    
  @Xero
still no update on multiple delivery address capability - ongoing for a year. 400 of your users have told you this is crucial, but no comment from Xero since 11 Sep 2022. Ignoring your customers is never a good idea.
Replying to 
@graham_tottle
@graham_tottle
Thanks for the prompt and feedback. We're not ignoring you ... there is no further update. Per the post from us in September, we're undertaking work behind the scenes which will allow us to more easily add new features and ideas like this. ^OG

From a customer’s point of view, these replies are somewhat condescending and patronising. It is unacceptable to be “kept in the dark” in this way with no timescale for Beta testing or implementation mentioned. To be told that “it’s complicated and we are working on it” is just not good enough.  I believe that we are entitled to expect better.",0
"Great to hear that this basic (on the face of it) functionality is being implemented, it needs to be done thanks.",4
This is a massive improvement. It makes Xero the best option on the market again.,4
Agreed with all. Please add an option to opt out of email notification. Thank you!,2
"Can all those here who really would benefit from this idea, bombard this page with this request so maybe then XERO will take some action! You would think this isn't such a difficult feature to add to the system with other systems having had implemented this a while ago... 

XERO we want to be able to do progress payments, please do something about it. Thanks",1
"Hi there,
Just wondering if there is an update on the roll out of multiple delivery addresses for one Contact? Thank you 🙏",3
Finally we can send to different branches without the headache! Thank you Kelly and team!,4
It’s a decent update. The drop-down menu on the new invoicing screen is handy and works as expected.,3
This is a massive improvement. It makes Xero the best option on the market again.,4
We need dates! Wake up XERO,1
"We're currently looking at switching to Zoho for subscription invoicing and CRM. It offers more features than Xero in this space and comes at a much lower cost compared to HubSpot, which we currently use for CRM but doesn't handle subscription invoicing to our requirements. While Zoho does include its own accounting platform, we’ll continue using Xero (it integrates with Zoho), as it suits our core financial needs and aligns with the broader systems used across our larger group of businesses.",0
Appreciate the communication on this. It looks like the new feature will cover our needs for clients with multiple branches.,3
Thanks so much :-),4
This is a vital feature.  Please add it urgently.  I have several large companies with multiple addresses.  A nightmare.,0
We are a school using Xero we invoice annually and parents can pay monthly so it is really necessary for the online payment method to be linked to statements as well. Doesn't make sense that this is still unavailable.,2
"I think Xero is pathetic in this area, as every other decent accounting package has this as standard in such as RECKON, MYOB, QUICKBOOKS and many more. Your customers have been asking for this for years, how much longer do we have to wait? Xero is good but should we move onto something that streamlines our business much more effectively and up with the times of most accounting packages. Regards Darryl",0
Great to hear this will be released soon.,3
"It is top of the UNBELIEVABLY STUPID list that Xero does not have this functionality. 
As the CEO, I don't care about the minutia shown on the current dashboard; I care about:
Financials
Financials
And Financials.",0
This is fantastic such a time saver!! Are there any plans to implement this in bills as well? Again this would be a huge time saver being able to not have to keep moving from keyboard to mouse and back for every single bill.,4
"Another month-end with more incorrect VAT rates on invoices going out to clients - this is so frustrating and not something that we had problems with previously!

Please can you review this request again - what is the point in setting defaults in contacts, when they only work on new invoices? Copying prior invoices is so important when you have repeating business, we use this every time we raise an invoice and for it to not be using the defaults as set against the contact is causing so many issues - VAT being the major one!",1
"We kept switching back to the classic invoicing and didn't realise this feature was unavailable until now! Very annoying considering we operate through 4 companies and need to invoice management fees through each.
Hopefully this is resolved, or we may look at switching companies too!",0
"@Accounts - I moved one of my small sole traders to Reckon as she was on Xero starter and it was an issue with being able to enter bills after 5 were received. She didn't invoice from Xero so it was not worth moving her to the Standard/Grow Plan just to get more bill entry. I moved her over to the Reckon one for that reason plus we got a 6 mth discount so it was NZ$10.00 month incl GST but gave us basically what the Xero Standard Plan gave. It's now NZ$22 incl GST but still better than Xero's starter plan. 
Will admit it takes a bit of getting used to after having used Xero since it pretty much launched but I'm looking to move some more of mine over to it after further discussions.",0
I've given up waiting. Going with a different provider for me and my 80+ clients books. Too bad such a straight forward and every-day need was not deisgned in the orginal build or updated after they were notified of this significant deficiency.,0
This was announced that you would be reverting the payroll pricing in December 2024 yet here we are in April 2025 and still no update on this. That is a lot of money people have practically wasted waiting on this being corrected. Any further forward with this before people start leaving Xero completely,0
This is fantastic news. The multiple delivery address feature works perfectly and is super fast.,4
"March 2025  We just change from QuickBooks to Xero and this simple feature is so important to our operation we are considering switching back. Wero is not vey user friendly and more expensive than QuickBooks, but the problems we had with QB we can probably live with. Please add this simple feature and look after you clients. QuicBooks can do it, it can't be that hard.",0
This is ridiculous flannel. This has been a top user request for many years. There is no reason it should take this long....it's not hard to do.,0
"Has this not been implemented yet?

We are just busy moving from Pastel to Xero. So far the support has been less than adequate. So much so that I am contemplating reversing my decision.",1
Please please can this 2nd reference field be added to Bills soon! Duplicate payments have been made because of this oversight. 10 years of asking and counting.... please....,1
This is fantastic such a time saver!! Are there any plans to implement this in bills as well? Again this would be a huge time saver being able to not have to keep moving from keyboard to mouse and back for every single bill.,4
"I agree and this is the main reason why I have only started using the new invoicing system now as I have no other option.

When I add a billable expense to the invoice it doesn't use the item code so then it never shows that I have sold it in products and services, even though I have.

With the old invoicing I find that I can look back at a bill and see exactly who we sold that product to at a quick glance, now this won't happen.",1
How about fixing this useless **** app/program so you can have multiple addresses and names for 1 contact for example like a real estate company where I have to input landlords while keeping the real estates address with a work order! Time to put on a suit rather than a Star wars t shirt! Happy to discuss further. That is 1 of many comments about this company!,0
"I have to do about 25 unnecessary mouse movements per invoice.

The first two are moving the cursor to the ""contacts box"" and clicking; this should be the default position for the mouse when you open a new invoice, I should be able to simply start typing. There are so many basic issues with this, it is obvious that those who have been at the forefront of designing this ""new improved invoicing"" have never processed invoices as a job before, it's a complete mess.",1
"When is the release date for this feature?

It looks really bad for a software developer to have a big miss like this.
A lot of companies do business with single bill to: to multiple ship to: functions.
To expect a business, that does B2B transactions to only service a single address is only for a certain type of business.
It's database fields, to reports.
Please step the implementation of this feature.

It does not need whole lot of features embedded in it to get it started.
Just leave room for improvement as feature requests are attainable. 

Something is better than nothing.",0
This is a much needed feature.  We often have once finance company that we need to bill but for multiple customers and delivery details.,2
"How is this feature taking so long to implement?!
It's really very critical for any business which provides physical goods...

If there's some sort of difficulty in implementing this fully, how about Xero adds a field where a one-time use address can be added on a per-invoice basis?

If we can specify different delivery addresses on purchase orders, (as we're expected to need multiple delivery addresses), why is it so hard to have a similar feature on invoices, (as if customers are only allowed to operate from one location)..?

Please Xero, listen to your customers, Just. Get. It. Sorted.",0
Finally we can send to different branches without the headache! Thank you Kelly and team!,4
Very Critical,2
Excellent.,3
YES! FINALLY!!!! I have been using my own custom made template for this for ages - seems crazy to send a client a statement with 10+ outstanding invoices on it and expect them to open each invoice and click the links separately...! this pay now feature is well overdue. thank you Xero! I am v sad I didn't get to try it out though... hopefully in the next pool??!,4
"This is causing me angst. I need that invoice number, and I can't use it. A completely stupid system that I won't be using for much longer. At least financial year is ending soon and I can get rid of this ****",0
The years are rolling by and not only has it not been done.  There is also no response.  I’m looking to leave on this.  Plus the increases in costs and forced backwards functionality.,0
Finally! I've been waiting for this for years and it works exactly like I hoped. Thank you!,4
"My complaint was posted 2 years ago.  No reply, multiple other people with the same complaint and nothing done about it so we are now moving to SAGE.",0
Critical need for us too - Date and period should be separate fields/options in the system - it's the only way to enable accurate reporting.,2
"Thanks for the update Kelly, this is a step in the right direction. The new fields in the contact record are easy to find.",3
"I've noted that there is a shortcut to the super payment page available in new payruns - once the payrun has been posted, there's some extra buttons, once of which has a dropdown with a link that currently takes you to the super payment page (you still have to do the super run as normal, but if you're doing that with every payrun, it's already halfway to marking this idea as delivered)",3
This looks promising. It handles the basic requirement of separate shipping addresses well.,3
"This needs to be addressed, a standard feature with other software providers.",2
"Could you please allow credit notes to apply to the payment instead of to an invoice (payable).  Also if the credit notes are listed on the batch payment print out it would be easier to match invoices paid, credits claimed for the file clerk - ie each invoice/credit note would be listed on the pay stub",2
Appreciate getting this sorted. It makes matching the delivery docket to the invoice much simpler.,3
"Never mind, found it. That is perfect thank you",3
"We really need to be able to email an invoice to the primary client in an organisation, and ALSO to copy in their accounts or payments team as doing so usually speeds up payment to us. 

Please, please can you improve this part of Xero such  that multiple email addresses can be applied when sending invoices or statements.",2
"Yeah couldn't agree more with Sarah's comment. With the price of a subscription going up all the time and Xero clearly having no interest in providing a proper solution, I am going to look elsewhere for my accounting software. Xero is great in general, but the cost doesn't match the utility for a small wine business I don't think.",0
"Hope to see the solution live soon. It's a common feature in all software.
Thank you for your speedily work on it to solve it.

Thank you",4
Thank goodness! No more manual typing on packing slips. You are a life saver.,4
"XERO PLEASE ACT UPON IT !
Everyone needs this features badly !",1
"Hi Kelly

When CLASSIC was RETIRED it wasn't blown to smithereens — was it?
It's still there — isn't it?
It's just turned off — correct?
Surely it wouldn't take very much to ""flick the switch"" and turn CLASSIC back on — correct?
And this must be a hot topic of discussion at management level within Xero — correct?

We get that some people will feel like they have egg on their faces if they admit NEW Invoicing has been a monumental fail — they just need to keep their egos in check

No-one cares that they gave it a red hot go and it didn't work, good on them for having a go — but don't keep flogging this dead horse (NEW) — be brave, pull the pin, turn CLASSIC back on — and be our hero ... CAPTAIN CLASSIC

Otherwise — could you please have this proposal put in front of Xero Management ... Xero customers wanting to use CLASSIC pay an additional amount per month — I don't know, 50 bucks or something — because currently the nightmare of using NEW is costing me more than $600 a year — plus the extra stress is just a heart attack waiting to happen 

Please ask them to be one of the first technology companies to admit they got it wrong, to listen to their customers and to provide the software solution their very loyal customers have supported for many years 

Or offer both — CLASSIC and NEW — charge a premium for CLASSIC, I don't care how its done ... I just need CLASSIC back and I'm not alone 

VOTE 1 FOR CAPTAIN CLASSIC ... making the boring lives of us CFOs / Financial Controllers / Finance Directors / Finance Managers / Finance Department Team Members just that little bit brighter with every saved keystroke ... ""To Infinity and Beyond” 

Cheers
Robynne",0
Love this update! Saved me hours of data entry this week alone. Brilliant work.,4
It's hard for me to understand why this is still not implemented. Does Xero even care about what its users need?,1
"Hi Kelly, it's great you are working on this. 

I'm frustrated by the restriction of address fields to 2 only.

Below is my recent email to your support team.

We have many customers with more than 2 addresses, as below

1) Shop address
2) warehouse address
3) Billing address

However we are only able to add 2 addresses to the Contact Details page, which means valuable information is missing from their Contact records.

Can you please add an extra address field into the Contact Details Section?",3
"These email alerts make me laugh.

These have all been requested 5-10 years.

I have 4-5 apps I use in my tech stack and I’ve never seen anything like xero’s lack of development.

It’s all lipstick people. If the ability is not currently there don’t limit your business waiting on these clowns.",0
"im assuming this just isn't in the pipe line as this thread was opened years ago, im not sure if im reading it right.. but was it created in 2012!? and has loads of votes. im on the discounted trail for 6 months, but cant see me sticking with xero solely down to needing custom fields on products, and then being able to put that information on a delivery note or invoice.

we deal with explosives which have a gross weight and explosive content weight that we need to give our customers and infomation like CE number etc

we currently use sage 50 accounts and was looking to move as xero does seem user friendly, but the most important thing was your mobile app, which Sage doesn't do unfortunately, but looks like were going to have to stay there as the reports are full customization and i can have all the information needed for our products and customers",1
"Kelly, Thats music to my years...can you please add me to the contact list when this features is available.
We are a wholesaler and send fabric to customers who have multiple address for their 1. designers who may be working remotely[ more often , these days] . Their 2. bulk warehouse where the contact holds goods for future processing. 3.Fabric cutters who are a different company 4. Overseas destinations.
We currently have to put these address into Xero as a Item so that the information as already in the system and data entry mistakes aren't made but it is a bit crazy esp when the rudimentary Xero reports will include the Item in reports that then make the report meaningless or just inaccurate for mamangement information.
rt",4
amazing functionality and equally amazing that you can't make it mandatory,3
"Very critical for SMEs in Singapore. Please add more email addresses. Currently, the maximum is 10 only for Quote and invoice, as we need to send to our customers and suppliers, who have multiple departments and personnel to address.",2
"The rest of Xero has excellent sort, filter and search options, but these don't exist in Expenses. It is therefore extremely hard to find or navigate submitted expenses using the current layout and functions. Please can you give us an update as to when this functionality will be made available.",3
This is fantastic such a time saver!! Are there any plans to implement this in bills as well? Again this would be a huge time saver being able to not have to keep moving from keyboard to mouse and back for every single bill.,4
Good to see this on the roadmap. It will be helpful for our construction clients who move sites frequently.,3
Excellent.,3
Essential feature delivered! This is why we stay with Xero. Fantastic work.,4
Only took you 10 years 🤣,3
As this request has been ignored for over 12 Years i will look into migrating to MYOB as well. Xero can do multiple addresses for purchase orders !!!! but  not invoices??? 12 years is a long time to wait!!! for a simple request!!!,0
"It is unbelievably disappointing that Xero does not have a way to BULK reconcile many statement lines with one transaction or one invoice.

It is a huge stain in the ability of Xero to serve our needs.

Within cash coding tab, there should be a ""Find & Match"" button that applies to ALL the selected rows and does the equivalent of ""Split"" when doing one by one.

I can't believe this issue has been lingering for YEARS. 
It's probably half a day of coding for an intern. This is outrageous.

We are considering switching solution just because of that, and I will slash all my online reviews of Xero until this is fixed.",0
"Building on this request, it would also be extremely helpful to have the ability to choose which linked person under a single business contact is used when creating quotes or invoices. Many businesses work with multiple individuals at the same company, and being able to select the correct person (rather than defaulting to the primary contact) would greatly improve accuracy and tracking.",4
"is Xero ever going to fix this???
seems like a fairly basic requirement and yet no comment from Xero on when a fix will be implemented. I asked for this over 5 years ago and was told it was being done then. so far silence! happy to take my money though.",0
"This functional is extremely important and reduces me having to notify approvers to approve.

This feature really is a must",2
"Fantastic to see this has now been released onto at least one of my clients!!!

One thing I have noticed however and gives room for further improvement is that not all clients run stock adjustments through a single account code. 

It would be great to have the ability to identify the account code for the adjustment in the table with the product items and not just in the header of the form.

Regardless this is a great step forward and a timesaver.",4
I gave up waiting. Me and my ~70 sets of client books will be maintained in other software. What a waste of my time even investigating Xero.,0
Good to see this on the roadmap. It will be helpful for our construction clients who move sites frequently.,3
"Some really good points here from @SamBond...
I would strongly recommend using the xero api to address these needs.
It is relatively straight forward now to create web pages that interact with the Xero api (which is well documented) and design pages to do just the type of thing you are describing.
It is not ideal and you would expect a competent accounts package to offer the features you are describing.

I run a complete subscription and renewal package via an api web interface, the subscription and subscriber data is stored in a separate database and it links to invoices and quotes raised in xero, I am slowly expanding it to include account interactions like sending reminders and accepting quotes and purchase orders.  

This leaves xero to handle the transactions and manage the financial accounts - rather than let it get too close to my business.

In the attached screenshot of my online subscription business I can see overdue invoices, expiring subscriptions and subscriber status in one shot with all the payment, quotes and invoicing data linked to xero and new quotes are automatically generated in xero when required.",3
"I too agree with Kim, William and Graham.  Xero seem to be very good at implementing changes that have a negative impact  but might in their opinion make it look prettier and have more white space but all these changes are not adding function and value and the ideas posted here that are so heavily positively supported are continually ignored.  The last update on this from Kelly was in March 2023 so five months on this is still outstanding.  We too have stopped recommending Xero and are actively looking for an alternative.",0
Good to see this on the roadmap. It will be helpful for our construction clients who move sites frequently.,3
I have contacts with more than 5 addresses! Please add this feature!,2
Thanks for the heads up. This saves us from having to use the reference field for street addresses.,3
"Just adding to the growing frustration here — it's really unacceptable that Xero still doesn't support WET as a standard feature. This isn’t a niche requirement — it’s a legal obligation for businesses in the wine industry, and we shouldn’t have to rely on clunky workarounds or third-party tools to stay compliant.

MYOB has had WET functionality built-in for years, so it's baffling that Xero hasn’t addressed this yet. For a platform that promotes itself as being modern and user-friendly, ignoring something as fundamental as WET doesn’t reflect well.

This needs to be prioritised. It’s not just an inconvenience — it’s a serious limitation for any wine business using Xero.",1
"It seems that email notifications has been introduced with no way to turn them off.  For some, I am sure, very useful for everyone else a nightmare of unwanted spam.  We need to be able to turn off unwanted emails",1
This update is gold. Thank you for finally making this happen Xero! Highly appreciated.,4
Being able to create your own field in contacts would be great!  We pay a lot of our vendors by Zelle and would like to keep their email or phone # that is connected to their zelle account which maybe different than their business email or phone #.  Or just have a general Notes section so we can input notes we would like to see when looking at vendor.,3
"@graham @sally @everyone

They have no interest. Sorry to disappoint.

Some bean counter has worked out that the churn rate for disgruntled clients will be less than the new customers they attract with their sh*t adverts on TV here in the UK.

So income goes up. Everyone (* at Xero) happy.

In 2023 there were 5,510,265 businesses of 0-49 emplyees - their target market. So there is an awfully big pool of people that will sign up and think all works fine for a few months.

They have zero interest in us and the only way we can ever get what we want is to actually walk.

We have moved 3 of our businesses off Xero - the next one will go as soon as eoy completed. Makes little difference in real terms - but at least I know I am not lining their pockets and providing bonuses for the feckless Directors.",0
Love this update! Saved me hours of data entry this week alone. Brilliant work.,4
What would be handy is daily automatic stock updates from Square Retail to Xero. The same as how your daily sales are sent to Xero but include current stock quantities as well.,2
"Surely this should be user configurable? 
I don't want Sunday, that would annoy me greatly. My working week starts Monday.",2
"Please add a way to calculate, itemise WET for invoices and make it easy to lodge BAS! It's critical for our business.",2
"I received this reply:

""Idea: Payment screen in New Invoicing
 
Hi all, in new invoicing you should be able to Tab to any of the fields on the page including the Add Payment button. Alternatively, using the shortcut Ctrl-Alt-Y will open the payments modal.

Once this opens it'll default to the Amount Paid field, and you can Tab across to the Date field. Pressing Enter, space bar, or the down arrow will open the calendar picker, and you can Tab, then use the arrow keys to select the date you want.

If you're not getting this same behaviour we'd recommend raising a case with our Xero Support team through Xero Central where we can get a closer look with you 1:1.""

It's too bad that the Product Team doesn't know how the product actually works.  I j just tried this again and in the ""Add Payment"" window, you can only tab between the Amount Paid field and the Reference field.  You cannot tab to the Date field or the Account field.  It requires a mouse click.",1
"I’ve given up expecting Xero to ever implement this critical feature. Their reporting suite is woefully inadequate. 
Deeply regret ever moving away from MYOB. Naively believed their advertising hype.",0
"To me, this is a crucial matter because I need to send invoices to numerous departments at the same company, each with its own unique contact person and email address. Currently, the only solution I have found is to create multiple versions of the company with slightly different names.",2
"Totally agree with Supun - Xero should easily be able to cope with a batch of more than 200 bills.  It is basic.  Although I have noticed a lot of basic features missing on Xero, like selecting date ranges on some layouts, only available by paying for add ons.  If Xero keeps restricting basic features to 'optional extras' then it'll become useless for us.",1
"Great work around. I already do this. However very frustrating that Hubdoc doesn't allow for the Fuel Price to be correctly calculated as it only allows 2 spaces behind the decimal. Fuel prices are usually 1.799 etc. Can this please be changed in Hubdoc to allow the accurate provision of Fuel Price per litre.
Thanks",3
"I am really surprised there are not notifications to approvers when an invoice awaits approval. It means someone has to contact me outside the system, then I go into Xero to look for it, then go back out to let the person know I approved it. I expected the feature to exist.",1
This would be great,2
"@kellymunro

This is such a needed feature  - do we have any updates yet please?...",2
This is fantastic such a time saver!! Are there any plans to implement this in bills as well? Again this would be a huge time saver being able to not have to keep moving from keyboard to mouse and back for every single bill.,4
Will there be an option to attach the bank statement as a reference?  That would be helpful - you can attach files to all other transactions... this should be no different.,2
"Well said, this should go back to week starting on Sunday as it's always been, the only thing I would suggest is that Xero adds the option for people to change it to Monday.
This change wastes loads of my working time as it really confuses me.",1
amazing functionality and equally amazing that you can't make it mandatory,3
"MARCH 2023 last update, how about another one!
So viewing this thread you have been looking at introducing this for well over a year, why is not ready yet? With customers suggesting the update over ten years ago.
This is a critical addition needed in the software. I am still in my trial period and will not be purchasing. Unfortunately I have invested many hours of time uploading debtors and creditors and customer contacts etc, and would never have bothered if I knew that you couldn't add multiple delivery addresses.
I have a lot of customers who use multiple delivery addresses and need this information on their invoices. What's even worse than not being able to store multiple delivery addresses, is you allow the ability to edit a delivery address in a new invoice, BUT!! then you apply to all other previous invoices, WHY??.  Every other accountancy software package has this functionality, its a basic must!!! why did I listen to my accountant, when he recommended this product.",0
"As a new user of Xero, I'm surprised that what I thought would be a standard feature of accounting software isn't available; yet the issue has been highlighted by so many people, over many years. Surely something so simple could be added, considering how much the monthly fee increases year-on-year.",1
Thank you for the update Kelly! Can't wait to see how the feature functions.,4
I want to be able to add phone numbers for the extra contacts.,2
"This is a show-stopper for me, previous invoicing software I've used, many different pieces of software, have always had dates for line items - it's virtually essential on monthly/periodic billing for service industries, as the date delivered is a key piece of information.  Including it in the description is completely inappropriate and breaks searchability, as it needs to be accessible via the API or exports as an absolutely key data field of the invoice line.  No Xero for my organisation until this is added.",1
"Been reviewing the Easy Business App. 20% of the price of Xero. Sydney based support team.  

I can't believe they kicked this new invoicing off or, more importantly, stopped Classic Invoicing. Might be time to sign up for an Easy Business App Demo.

I would have had Classic Invoicing as the basic package (we all know it works) and then the new features (which are unnecessary or helpful) as options we can turn on. 

For the most Classic Invoicing worked, new invoicing doesn't over so many varied industries and uses based on all the responses on here over the passed few months.

Why send a survey two days ago? That is taking the PI55.

Stop telling me you are listening, if you were we would be using Classic Invoicing this morning.",0
I have looked back and this was first raised 11years ago!! It now has 823 votes! I have to ask what is the point of users asking for the functionality they need if it is going to be ignored? It seems to me that Xero does more tinkering with the look and feel than improving functionality.,1
"I don't need to comment further, enough has been said by many others and I have no doubt there are many more who remain silently frustrated with this inept package called Xero.",0
"What ****** me off, is that Xero will have the audacity to send a questionnaire to ask for ideas or to find out how wonderful they are. I simply won't waste my time answering them. They have the information they need in their forum.",0
"Hi Kelly, 
Please confirm when we can expect this important update on a single contact with multiple delivery addresses. This is a a basic and having to enter the address manually defeats the objective of the automation and time saving aspect xero promotes.",2
"Interesting that this is considered a product idea when in fact the delivery address process is ""BROKEN"".

For example...I updated the address today, and ALL PREVIOUS addresses are updated.  Customers with links to their invoices now all have incorrect addresses.

Please explain how this isn't a priority, as it's ""broken""
Does this actually breach confidentiality of the delivery customer?????

It is extremely difficult to know where our products (pools) were delivered for warranty purposes.  

NOT GOOD ENOUGH :-(",0
I agree with the comments here about an option for a compact view,2
"Building on this request, it would also be extremely helpful to have the ability to choose which linked person under a single business contact is used when creating quotes or invoices. Many businesses work with multiple individuals at the same company, and being able to select the correct person (rather than defaulting to the primary contact) would greatly improve accuracy and tracking.",4
Unfortunately this is a deal breaker for moving from MYOB ... even though we are VERY unhappy with MYOB at the moment (after 30 years),0
Would be helpful if you had the ability to change the dashboard graphs to show YTD as well.,2
Should be possible.,2
"I appreciate Xero finally making a statement about this in August. Unfortunately, it isn’t a very strong commitment and feels more like an attempt to ease the pressure around this issue than to actually resolve it.

If we’re still waiting for this feature a year from now, we’ll be moving to another platform that already offers this feature. The workarounds have become too cumbersome, and we simply don’t have the time or capacity to keep managing this issue.",0
"Note:  This seems to vary between Users as for myself every time log off (or get logged off) reopens with only three Organisations and no Search function, whereas for my business partner he logs on to five Organisations and the Search function present.",2
Is there an update on this please?,2
Thank you Xero! This makes managing our retail clients with 50+ stores so much easier.,4
