text,label
"WAY TO GO XERO......

Instead of fixing this issue, you have changed the way that you update client details.  Instead of amending client postal address, physical address and phone number etc on the one screen, lets put in a process that takes three times as long as you have to go into three different screens to update this information.

Why do your programmers insist on creating more problems instead of fixing that ones that we have been asking for for over 10 years......

Seriously, where is the thought process here??",0
Any update on this?,2
Any update please?,2
"Kelly any updates ??
MYOB has ability to do Multiple Delivery addresses 
Quickbooks has the ability to do Multiple Delivery addresses 

",1
"Yes! We have this issue where we are dealing with multiple people from the same contact record, but no way of being able to add a contact record first name, last name, email, phone and position etc ""sales""

At the moment, we have a group of phone numbers, but no way of inputting which phone number matches to which person within that contact record. This seems like a very basic functionality for this system!",1
"Hi all

We've been using a work around by changing the delivery address for accounts to match their requirements. As we add more customers, many larger than we've traditionally dealt with, this is becoming a complicated and time consuming task. Example 1 - Company group structure with single billing address and multiple manufacturing sites. Example 2 - Customer is a distributor who wants us to drop-ship orders to their various customers. Example 3 - Single company with various departments, each with individual delivery addresses.

I'm amazed when I read others' comments that this request has been pushed to one side for so long. C'mon Xero - this should be a basic feature.",1
Critical for a lot of users. Update please.,2
"Hi Kelly, any update on this? 

Our current work around to deal with multiple delivery addresses is very time consuming especially now with the new Contact layout and tabs. 

Double checking all the right info has been entered for a contact is also a hassle now with all the different tabs. 

Can Xero please go back to the old 'Contact' layout on the one page and have the ability to add multiple delivery addresses before we have to jump ship.",2
We have numerous solicitor's companies which have the same name but different addresses but under the new set up if we already have e.g Fred Blogs and Co in it will not allow us to add another fred bloggs and co with a different address - very annoying and inconvenient.  Advise I got was to add a special character in to the company name which works but not overly practical.,2
Hi - can you tell me if this is possible in WorkFlow Max also? Thanks,2
"Personally can't believe this functionality hasn't been created given the amount of businesses that have multiple shipments locations for the same business.

customers want a statement for all stores combined and to manually type in an address each invoice just show PO's can be matched and paid is silly. Given Xero generally improves efficiency though automation rather than manual entry",1
"A few clients need this , one reason the won’t come to xero ",1
It's frustrating when dealing with multiple contracts and departments within the same company.  Currently each contract with the same client is set up with a new debtor record with new contact details.  It makes reporting time consuming if you have to go through and add them all together to get anything meaningful around your debtors.  Other software packages can deal with it - how do they do it?  I appreciate your time in looking into this.,1
Many customers have multiple shipping addresses. It's very annoying that these cannot be stored so you can choose the shipping address for a particular order. I know that Sage allows for this and it seems crazy Xero as advanced as it is does not. Please sort it out Xero. All I can do currently is save the addresses previously used under notes for the customer.,1
"Multiple delivery points are very common and having just moved from a competitor a single delivery point in addition to the billing address is very inconvenient.
As Xero expands its customer base there will be an increasing need for multiple delivery addresses, it should not be delayed.",2
"The person ordering is rarely the same as the person handling the account payment.      

We need a minimum of two contacts, their names, numbers (office and mobile), emails, and position in the organisation.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",2
"Hi there, please make this available in WorkFlow Max also.
Also an address book function so you do not have to add the same contacts manually against different clients.",2
This could be done 2 ways - 1 - multiple delivery addresses on 1 contact or 2 - allow multiple contacts to be linked to a Parent Contact which would collect all transactions & be the Contact which shows on the Summary trial balances & be the contact which either receives the statement or the payment is made to,2
How much longer?,1
When will this be sorted?,1
I have been waiting for this feature since it was first requested in 2012..... don't hold your breath......,0
"Hello Kelly,

This feature was requested over ten years ago. The recent ""upgrades"" to contacts has actually made contacts more time consuming, confusing, and difficult to use. It would be great if Xero could continue to move in the direction of making the product better without making it more difficult to use in the process.
12/09/2022",0
"I have to agree with Lisa, the process for setting up a new contact or changing/updating details is a lot more complicated and time consuming than it used to be.   ",1
"@ Lisa Gaudie @Sue-Ann Griffiths

You can vote for the contacts feature to be fixed (to be put back on one page) here :

https://productideas.xero.com/forums/939198-for-small-businesses/suggestions/45542638-contacts-show-information-on-one-page

it has 179 votes already in less than a month!",2
We have multiple delivery addresses for each customer so this would be very useful as at the moment we have to re-enter the delivery address everytime we raise a new invoice,2
Data Relationship 101 - create 1 company (type = Customer or Supplier) with many contact records allowed,2
This is a much needed feature.  We often have once finance company that we need to bill but for multiple customers and delivery details.,2
"Recently discovered this issue as we have been asked to provide services to multiple sites for an international group with one invoicing address. Yes, documents can be manually adjusted to reflect the site where the services were delivered but shouldn't have to do it that way. Especially considering one of the reasons for selecting Xero from the start was the ability to create branded document templates.",2
"I've just had a customer question an invoice reminder as it had the incorrect delivery address on it. This is a direct result of having only one delivery address per contact. The original invoice was sent out with the correct delivery address, but we then had to change the address to accommodate the next order. The invoice reminders default to the current delivery address not the original. So what I thought was an inconvenient but doable work-around doesn't really work after all. Once more, I implore Xero to take the request for multiple delivery addresses per contact seriously and put some resource behind fixing it.",1
I have contacts with more than 5 addresses! Please add this feature!,2
It's very basic and much needed features!,1
"Very disappointed after been sold Xero as very intuitive and easy software and turns out that one of the most basic fields on invoicing is not been implemented from the start. I cannot believe that every time we have to resend invoices we have to type manually the delivery address and save it in the pc doubling the work and making other functionalities on Xero worthless. 

This is a very basic functionality and the fact that changes the invoice details based on the contact address is just very poor.

I hope you can resolve this very soon as I can see people are been asking for a few years already and nothing is been done yet.
",0
"Hi Kelly Munro,

Why the delivery address has to rely on contact data? Why not creating an additional field in the invoice page and the delivery address gets linked into each individual invoice like other fields (Reference, items, description of goods,....) That way the invoices won't change. 

I am sure that won't take too long to implement...

",1
"What Toni is suggesting below is exactly what we are looking for as well. If the address could be tied to the individual invoice rather than the client level, that would solve many of the issues we are having. As others noted, it causes issues when needing to resend the invoice and/or send invoice reminders if the invoice address is different from what's under the contact defaults. ",2
"When viewing invoices that have been entered using ""new invoicing"", it would be extremely useful to have the Delivery Address appear on the New Invoice Screen in a similar manner to New Bill Screen.  Saves time when having to go back through multiple invoices for one customer with different delivery addresses, to more easily resolve invoice dispute or delivery address enquiry!",2
This is a must. We have clients with different contacts for different branches. Also more than 2 addresses are required.,2
"This is a major flaw in Xero, that when you edit the delivery address for a contact that it changes the address when the client uses the link for all previous invoices. There needs to be a separate field (similar to the field where the invoice number is entered) for a unique delivery address to be added for each invoice.",1
"we have noticed the recent change in Conacts to allow Deliery addresses as well as billing addresses...great start...but unworkable as the delivey address becomes part of the Invoice address...just with the Itlaicises ATTENTION and the details..
Why cannot we just select the Billing Address or the seperate Delivery addresses   as some of our customers have delivery to different addresses.",1
"I agree, as I find it difficult to remember that some customers have different delivery address to billing address. Also, I don't find practical ticking the box every time to include the delivery address. The tick box option could be used to exclude the unwanted address.   
Thank you.",2
"Good morning,

In our case, we would need multiple addresses and multiple contact. For 1 big ORG, we have multiple addresses and in each of these addresses, it is most of the time, another contact responsable for payments/invoice. These features are essential for us. Thank",2
How many more years do you require to have this issue resolved? you may end up loosing clients to competitors over this issue. This issue become more crucial as time goes on.,0
"is Xero ever going to fix this???
seems like a fairly basic requirement and yet no comment from Xero on when a fix will be implemented. I asked for this over 5 years ago and was told it was being done then. so far silence! happy to take my money though. ",0
I find it appalling that this is not an option.  I have one client with 8 different stores and I cannot save their delivery addresses under the one account.  Xero get your act together!,0
I want one account/customer who I then can pick from their multiple (up to 10) delivery options.,2
This is a very basic functionality that needs to be implemented please.,1
"Great to hear that this basic (on the face of it) functionality is being implemented, it needs to be done thanks.",4
It would be useful to have an area within contacts where extra information can be loaded on which does not appear anywhere else!,1
Where did you hear that's it's being implemented? It would be great news if it is.,4
"Hello Everyone ,

As far as i can see nothing has been done for this to be actioned. 
Xero team please correct me if I am wrong.

In my frustrations with this i have been following closely what changes have been made and in my opinion the only changes that have been made are for the Accounting / Tax side of the software.

As many of you will probably agree we moved from a competitor (that did allow multiple delivery addresses) on the advise of our Accountants ... 

Therefor all i can suggest is what i am doing and putting pressure back on my Accountants to send requests to Xero to get this changed or at least a seriously high priority on this matter.

Ben 

   ",0
"I'm in agreement that I would like to see the delivery address as part of the invoice rather than at the contact level - to be filled in for each shipment, stays with the invoice. (Like Quickbooks). The contact could have a default delivery address, and possibly a drop-down menu on the invoice creation for using ""default"", or existing additional delivery addresses, or ""create new"". And then have that delivery address visible on the invoice. Awaiting anxiously.",2
"The ability to change the primary contact without re-entering it would also be appreciated. Contacts change all the time, I should be able to mark another contact as primary which unchecks the existing primary person.",2
https://central.xero.com/s/learning-assignment/a3O3m000007UcgnEAC/lea31109729 noting your learning still references the single page contact form !!,1
"Now waiting over 3 years for this update, clients cannot believe that old basic systems had this functionality but Xero platform not even getting close to looking into this matter in UK",0
"A classic important detail: Most of our customers have a contract address which is different to the invoice address. So this is really needed.
",2
It seems this Product Idea was created in 2012 - 10 years ago! Is this idea ever going to be a reality? Something that seems so essential Xero is missing. Quite disappointing.,0
We will not jump on-board till this issue is addressed,0
This is really needed for our business.  With multiple suppliers delivering to multiple sites and delivery instructions required on each.  At the moment we have to type each one individually -  very time consuming,1
"YES! We so need to do this. Xero contacts is fine when your client is an individual with two residential addresses but when your main client is a corporate and your dealing with various staff or departments, there are very limited fields to use. I've just tried to add the details (mobile, email and title) of an accounts person at a building company that we work with, and 1) I can't enter all these fields ""Their Title"", and 2), I already have 5 contacts under the client and can't add any more. This happens all the time, and we are a small business. ",2
"Again I like to voice my frustration about Xero's present ""simple"" address management. We just prepared a quote to a client and client requested on the quote the address to be for branch B. So we had to change the client's address to address B and then issue the quote. 

What I did not expect is that this procedure also changes the address on all former and accepted quotes to this client. Quotes are important contractual and legal document forming part of the purchase contract and once a quote is accepted it should never change. At least not unintentionally.",0
"Good morning XERO,

Could we have an ETA for this request. It appears to be a feature that has been asked for years.

In resume: Providing us with the capacity of entering multiple addresses per ORG with also the possibility to put 1 person responsible per addresses.

This use case is a reality with many businesses.

We really need this feature.

Thank you for
",0
"New user to Xero here (2 months) and, from coming from Reckon Accounts, I am less than impressed that this basic functionality is not available. Even open source packages such as GnuCash has the ability of Customer:Job functionality.",1
"I've had to workaround this issue with separate contact cards for each site (and in some cases, for each project with a different person that invoices need to be marked attention to)... That then requires custom reports and statements.",2
"Have a customer with 60 site addresses - have to work outside Xero to keep customer accounts dept. happy.

This subject  has been talked about for a long time - when wiill we see some results?",1
"Have a customer with 60 site addresses - have to work outside Xero to keep customer accounts dept. happy.

This subject has been talked about for a long time - when wiill we see some results?",1
"I agree, it’s ridiculous that this isn’t an option. Looking through google search results this has been requested for many years. What’s the hold up?",1
"Hello XERO! Please make this possible by this quarter! This feature is very critical! There is an option to choose multiple addresses in Purchase but NOT in SALES. How come???

I am looking forward to this feature very soon!!!",0
"Hey Xero,

This thread started in March 2012. this will be the 11th year. Xero would you have an explanation for such a delay on this?? ",0
"Just spent ages trying to figure out why I can't have multiple customer names/addresses for the same business. Now I find out this isn't supported!!
Sorry but this is a pathetic oversight. I'm now regretting migrating to Xero from MYOB.
This is a MUST HAVE FEATURE!",0
"Greg, I totally agree with you. Regretting moving from Reckon Desktop. Xero has created twice as much work for me, without the basic functionality that even Open Source packages have. We have one customer that may have 100 different site addresses in one year, and Xero is creating a nightmare.",0
"Can we get an estimated date when this might be available, this is very frustrating for a significant number of users and has been on the to-do list forever. 
I have read the statement above that suggests it's being looked at, but it's still very non-specific as to when we might actually see something. ",0
"The only workaround I can think of for the time being is to create a group per customer and add contacts into that group. It's a little bit frustrating to have to do this, especially after switching from Quickbooks Desktop, which has an even more frustrating contact structure.",1
"Quite a critical issue in my opinion. Running a small business we have to be as efficient as possible and use our time wisely.
We have several clients with multiple delivery addresses, and each time we invoice, we have to change the delivery address- which is INCREDIBLY time consuming and hinders our work efficiency. 
I am fully aware we can make an individual 'Contacts' list for the same customer and allocate individual addresses, however this will then require separate monthly Statements etc, which again is not the most effective and seamless way to run a business smoothly. ",1
"378 votes and 10 months and still nothing from Xero. Kelly Munro stated in September that Xero are working on it, but nothing since then. This is unacceptable in terms of basic customer service in A) sorting out an issue that so many are being inconvenienced by and B) updating their clients as to progress. I am really not interested in excuses from Xero about how complex their systems are, we need solutions not excuses and platitudes. I find it inconceivable that Xero do not have coders / IT specialists who could sort this out quickly if there is there is actually the will to do it.
Maybe it's time to take to Twitter (@Xero) to advise potential new clients how poorly their customers are treated......",0
"Really helpful to have a customer field for how to present an invoice. 
Many of our customers use various supplier portals (each with their own url and login details etc) others require invoices to be sent to a specific email address.  It would be very helpful to have a free text field in the Customer attribute to allow us to record how invoices should be presented to the specific customer.  The field should be large enough to support a URL, username and password and some free text if necessary.",2
Another way Xero could design this is to have multiple sub contacts under a main contact. For example McDonald's is the main contact but then you have McDonald's - Brisbane CBD as a sub contact. Just a thought...,2
"To me, this is a crucial matter because I need to send invoices to numerous departments at the same company, each with its own unique contact person and email address. Currently, the only solution I have found is to create multiple versions of the company with slightly different names.",2
"The solution I am using is different branding themes with the recipients name written into it on the template.  This allows me to get by to a certain extent but there is a limit to the amount of branding themes you can have.

I have one large customer with two addresses and over ten different individuals I need to send quotes to on a regular basis.  This is very frustrating ",1
Now we have the ability to add multiple emails per contact. I don't see see why this has not been implemented yet!,1
"I think xero is overthinking this.  The way it works in quickbooks and others is you can freeform paste in a shipping address during invoice creating.  Since our clients jobs (contruction) go from address to address, it is not important to keep this info in a record beyond just the invoice.

Let me repeat: we have customers where the shipping invoice is NEVER the same and it changes EVERY bill.

What most people are doing now in xero is adding it to the reference field or pasting in a ""freight"" item line.  So why not just have an optionally-filled ship to line that can be pasted into as customers are already doing with these workarounds??",0
"We just want to be able to add multiple contact email addresses for a single customer- so accounts@ then john.smith@ and sales@ purchasing@, so that it's easy to contact a specific person when required. I cannot believe that something that a basic Sage package which I previously used for almost 20 years, had the ability to do this, but Xero doesn't.",1
"So by now, you will all have received a message from the new CEO at Xero, Sukhinder, in which she suggested that if anyone had an issue that they thought would merit her personal attention, they should write to her directly.
So I did, regarding the (lack of) progress and communication on the issue of multiple delivery addresses (about which some 417 of us have now written). The reply I received is below.
Given that I was actually complaining about the people who deal with (ignore) issues sent through Xero central / product ideas - I am now waiting for a reply from.... (drumroll).... the very people who I was complaining about - who continue to ignore me, because, despite another week passing I have not received a reply.

-----8<-----

Thanks for reaching out to ceo@xero.com - I love hearing from you and getting your feedback.

Emails to this inbox will be monitored by the Xero team and we’ll do our best to respond where possible.

If you have a support query, please continue to reach out via Xero Central. For all feature requests and product ideas, please go to Xero Product Ideas.

Best wishes,

Sukhinder and the Xero team

------8<-----
For anyone interested - the transcript of my e-mail is below

This is not customer service - it's rudeness.

--------8<------
May I take the opportunity to congratulate you on your appointment and thank you for your introductory e-mail, which has arrived at a particularly opportune moment as I have become increasingly frustrated with the lack of feedback and basic customer service from Xero over recent months. 
Writing comments and suggestions via Xero Central seems to be like shouting into a void. One particular issue that has been ongoing for almost a year now concerns the facility (or rather the current lack of it) for multiple delivery addresses to be stored for each contact, a facility supported now by over 400 of your clients. If you look at the timeline, there has been only one response from Xero (in September 2022) in which we were all told by Kelly Munro that Xero were working hard behind the scenes…. but nothing since. Having posted to the forum again in January and still not received a reply, I took to Twitter as follows:    
  @Xero
still no update on multiple delivery address capability - ongoing for a year. 400 of your users have told you this is crucial, but no comment from Xero since 11 Sep 2022. Ignoring your customers is never a good idea.
Replying to 
@graham_tottle
@graham_tottle
Thanks for the prompt and feedback. We're not ignoring you ... there is no further update. Per the post from us in September, we're undertaking work behind the scenes which will allow us to more easily add new features and ideas like this. ^OG

From a customer’s point of view, these replies are somewhat condescending and patronising. It is unacceptable to be “kept in the dark” in this way with no timescale for Beta testing or implementation mentioned. To be told that “it’s complicated and we are working on it” is just not good enough.  I believe that we are entitled to expect better.   
",0
Please upgrade this asap!! If the technology needs upgrading for such a simple feature then this should be priority otherwise how else will anything be upgraded. Really considering moving to MYOB...,0
Thank you for the update Kelly! Can't wait to see how the feature functions.,4
"Hope to see the solution live soon. It's a common feature in all software.
Thank you for your speedily work on it to solve it.

Thank you",4
"I first commented on this thread about the need for the ability to assign multiple prices for a product across different customers. 
I have one product that 10 customers use - I have had to create 10 different product codes in order to have that price available on the system, even though its the same product.
e.g A price for Customer 'A', I have code 9999A for $xx 
Customer B has a different price, so I have code 9999B - the exact same product but now with Price $yy
To work out how many of product 9999 I've actually sold in total I need to export to Excel and run formulas.
I have 65 different products I am doing this with - we're up to about 4000 codes to cover it all.

This thread seems to have morphed into multiple addresses per customers.
We need both!",2
Thank you for the update Kelly as we are needing this feature for our business. It would be good if the multiple delivery address synced with Workflowmax too.,3
"This has taken some time, it would also be good to have an option for landlord option, for example mr Jones owns 3 apartments 2 house, he can be involved for all service charge for these instead of having multiple customer. ",2
"Desperate for this to become a feature. I have mainly corporates with various clients inside those corporates to deal with. I can't set each up as a client.

They all have the same billing details, but different areas within the business.

So COMPANY > Client 1; Client 2; Client 3; etc

Please make this happen.

Thanks!",2
"I can see you can add a contact and then add this contact to a group, but this will lead to thousands of contacts which will only be used once.
We have all estate invoices in a group called ""Customer Invoices"" but then each invoice will be addressed to different customers/estates/executors so we cannot build this data in a generic template.
Is there a function to have the ""Customer Invoice"" template include a box where you can manually add the individual customer data such as name and address on raising the invoice so we can eliminate the need to add a contact each time that will never be used again.",2
"Need to add in a ""Shipping address"" field at invoice template for user to input to solve this problem, is rather common in other software. not at the contact area.",2
"I agree with Tony Tay, I think Xero engineers overthink it.",1
Being forced away from Quickbooks Desktop but just found out Xero doesn't support multiple site addresses. This is essential for many businesses particularly those in the service industry. Quickbooks Online supports this!,2
"Please add in the ""delivery detail"" feature in Invoice just like the purchase order.
Is an essential feature to have. ",2
And also add in a field for input Customer PO number,2
"Please add in the ""delivery detail"" feature in Invoice just like the purchase order.
Is an essential feature to have. And also add in a field for input Customer PO number",2
"Yes - a field for Purchase Order number is a must have.
We use the reference field for our internal job sheet numbers so need another field! This, again is standard in most other accounts packages.",2
"Ability to add multiple custom fields in general is much needed. With ability for them to be used in the templates.

It's 2023, that's how it's done when you have a green pasture. Xero is stuck in the old pasture with a huge client base using a complex system.",1
Xero - Probably one of the least Agile online companies I have ever come across.,0
"Agree with Josh Buesking, xero engineer please look into and work on this ASAP, add field for delivery address and customer PO number when preparing Invoice with ability in the template. Not at the contact. Is critical.",1
"So... our pathetic solution is to create multiple accounts for the same client but add a full stop or 2 to their name. Disgusting solution, God forbid they ask for a monthly statement!",0
"Currently on Page 5 of this idea Xero said this...

Xero Team (Admin, Xero) commented
Ability to add delivery address to quote/invoices.
Purpose: To save time from having to edit a contact to add a street address.

I think this proves that Xero is made by accountants for accountants. Although they don't seem to have much of a concept for what a legal entity is, or how businesses actually work, where products and services can be delivered to more than one address.

Anyway I'll wait another couple of years to see if this progresses any further.",1
"Hi Xero,
Please add field for ""delivery address"" and ""customer PO number""  when preparing Invoice with ability in the template. Nothing to do with contact.",2
"Example : I sell goods to ""ABC"" company but to delivery to their customers all over the place. so I have to create an invoice to bill them and show them where i delivered to. no need to add delivery adddress into contact,  just save in that particular invoice",2
"Any update ????????

",1
"As a sub-contractor for construction companies, we are dealing with various people within that company - accounts, estimators, foremans, owners etc. As an quick fix, we are already capturing if the contact is to be included in emails - can this be expanded to display all contacts for the company in the drop down list when preparing an invoice, quote etc? 

Ideally, long term fix would be when creating a contact for the same company, we have the functionality to select emails to be included on - sales, bills etc. Then when preparing a quote or invoice all of the contacts for that company (filtered by contact email type) would be displayed in the drop down list and the user can select the appropriate contact(s). 

As a workaround - I have to add all contacts to receive emails and then manually delete those that aren't to receive the quote or invoice prior to sending. Using attached example, the contact for persontwo@test.com would also appear for this company ABC...and provide me with the ability to select either or both to receive this invoice.",2
"Is there any update on this please? I have a client wanting to change software but they won't use Xero unless this key feature is in place. They're looking at other software options, so I just wanted to check whether timescales are known before they look to commit elsewhere? Thanks.",1
Dear Xero. You may or may not be aware that Quickbooks Desktop is being discontinued on 30th June this year. Not having a different delivery address or multiple address options will be a deal breaker for many and they will choose other software over Xero.,1
Are Xero any further forward with this as it appears that this idea was started back in 2012 (11 years ago)?,1
"We deal with several large companies. Invoices will go out to the same company BUT with contact1+address1, contact2+address1 and contact2/address2, etc.
It is unclear to me if the brief description of the 'idea' will achieve what we need.
The irony is MYOB allowed us to do that but we believed all the marketing hype about Xero and changed. We deeply regret that change and either Xero invests in improving the product to service the businesses you advertise to or we will be switching back.",1
"Surely you have this sorted by now? Will need to move platform if it's not soon.
Can't thin why it's not complete considering other platforms have had it as staple for years.",0
